,Disease,Keyword,Website,Symptoms,,
0,Atopic Dermatitis,ichthyosis,https://my.clevelandclinic.org/health/diseases/21069-ichthyosis-vulgaris,"Dry, itchy skin
Thick, rough skin that looks dirty, most noticeably on the palms and soles of the feet
White, gray or brown scales on the front of the legs, back of the arms, scalp, back or stomach. If scales appear on the face, it�s mostly on the forehead and cheeks. Sometimes the edges of the scales curl, making the skin feel rough.
Extra lines on the palms of the hands and the soles of the feet. The lines may run deep in severe cases, causing cracks in the skin. If the cracks are deep enough, an infection may develop.
Rough bumps on the arms, thighs and buttocks (keratosis pilaris). The bumps are often mistaken for acne blemishes.
Inability to perspire (sweat) adequately. This happens in severe cases and can cause overheating (because perspiration cools down the body).
Many patients don�t realize they have ichthyosis vulgaris because symptoms can be so mild. They simply believe their skin is dry, so they apply moisturizer, which can reduce scaling.

Ichthyosis vulgaris tends to get worse during the winter, when cold and dry air can cause symptoms. In the summer, the disease can virtually disappear because of the warm, moist air.

Sometimes patients notice ichthyosis vulgaris symptoms before they are diagnosed with more serious diseases. On the other hand, ichthyosis vulgaris symptoms sometime appear years after patients are diagnosed with more serious conditions.

",,
0,Atopic Dermatitis,Atopic,https://www.niams.nih.gov/health-topics/atopic-dermatitis,"Red, dry patches of skin.
Rashes that that may ooze, weep clear fluid, or bleed when scratched.
Thickening and hardening of the skin.",,
0,Atopic Dermatitis,Atopic Derm,https://www.aad.org/public/diseases/eczema/types/atopic-dermatitis/symptoms,"Atopic dermatitis, or eczema, is often called the �itch that rashes.� This description explains what happens when the condition begins. It tends to start suddenly with very itchy skin. Scratching the itchy skin often causes a rash.

A rash may develop on one or several areas of the skin.

Once atopic dermatitis begins, you may notice one or more of the following:

Itchy skin

Dry, scaly areas

Red rash (especially on lighter skin tones)

Small, rough bumps (more common in darker skin tones)

Dark brown, purple, or grayish areas of skin (darker skin tones)

Skin feels warm and maybe swollen (inflammation)

Scratch marks

Raw skin from scratching

Bumps or rashes leaking fluid

Blisters that ooze and crust over

After healing, skin may be lighter or darker where you had atopic dermatitis

Flare-ups can come and go for years. While the skin is healing in one area, flare-ups may occur in other areas. The flare-ups can also occur in the same place again and again.

Flare-ups can wax and wane or stop for a while and then start up.

Over time, atopic dermatitis can cause the skin to become:

Thickened, scaly, and leathery

Cracked",,
0,Atopic Dermatitis,Keratosis Pilaris,https://www.mayoclinic.org/diseases-conditions/keratosis-pilaris/symptoms-causes/syc-20351149,"Painless tiny bumps on the upper arms, thighs, cheeks or buttocks
Dry, rough skin in the areas with bumps
Worsening when seasonal changes cause low humidity and dry skin
Sandpaper-like bumps resembling goose flesh",,
0,Atopic Dermatitis,Sex Linked Echthyosis,https://en.wikipedia.org/wiki/X-linked_ichthyosis,"The major symptoms of XLI include scaling of the skin, particularly on the neck, trunk, and lower extremities.  The extensor surfaces are typically the most severely affected areas.  The >4 mm diameter scales adhere to the underlying skin and can be dark brown or gray in color.  Symptoms may subside during the summer
",,
0,Atopic Dermatitis,Keratosis,https://www.mayoclinic.org/diseases-conditions/actinic-keratosis/symptoms-causes/syc-20354969,"Actinic keratoses vary in appearance. Symptoms include:
Rough, dry or scaly patch of skin, usually less than 1 inch (2.5 centimeters) in diameter
Flat to slightly raised patch or bump on the top layer of skin
In some cases, a hard, wartlike surface
Color variations, including pink, red or brown
Itching, burning, bleeding or crusting
New patches or bumps on sun-exposed areas of the head, neck, hands and forearms
",,
0,Warts Molluscum and other Viral Infections,Molluscum Contagiosum,https://www.aad.org/public/diseases/a-z/molluscum-contagiosum-symptoms,"You�ll often see small, firm bumps on the skin.

These bumps can appear anywhere on the skin; however, children usually get them on their:

Torso

Armpits

Knees (especially the backs of)

Arms (especially in the crooks)

Groin area

Mollusca (the bumps) rarely appear on the palms or the soles, but you can get them in the moist tissue that lines the inside of your eyelids.",,
0,Warts Molluscum and other Viral Infections,warts Common,https://www.aad.org/public/diseases/a-z/warts-symptoms,"Grow most often on the fingers, around the nails, and on the backs of the hands.

Are more common where skin was broken, such as from biting fingernails or picking at hangnails.

Can have black dots that look like seeds (often called ""seed"" warts).

Most often feel like rough bumps.",,
0,Warts Molluscum and other Viral Infections,wart Mouth,https://www.aad.org/public/diseases/a-z/warts-symptoms,"Can occur anywhere. Children usually get them on the face. Men get these most often in the beard area, and women tend to get them on their legs.

Are smaller and smoother than other warts.

Tend to grow in large numbers, 20 to 100 at a time.",,
0,Warts Molluscum and other Viral Infections,Back Heel,https://my.clevelandclinic.org/health/articles/10060-heel-pain,"Bony growth on the heel.
Discoloration (bruising or redness).
Stiffness.
Swelling.
Tenderness.
Pain after standing from a resting/sitting position.",,
